Number,Character,Tier
6509,戋,3
6510,圢,3
6511,氕,3
6512,伋,3
6513,仝,3
6514,冮,3
6515,氿,3
6516,汈,3
6517,氾,3
6518,忉,3
6519,宄,3
6520,,3
6521,讱,3
6522,扞,3
6523,圲,3
6524,圫,3
6525,芏,3
6526,芃,3
6527,朳,3
6528,朸,3
6529,𨙸,3
6530,邨,3
6531,吒,3
6532,吖,3
6533,屼,3
6534,屾,3
6535,辿,3
6536,钆,3
6537,仳,3
6538,伣,3
6539,伈,3
6540,癿,3
6541,甪,3
6542,邠,3
6543,犴,3
6544,冱,3
6545,邡,3
6546,闫,3
6547,,3
6548,汋,3
6549,䜣,3
6550,讻,3
6551,,3
6552,孖,3
6553,,3
6554,纩,3
6555,玒,3
6556,玓,3
6557,玘,3
6558,玚,3
6559,刬,3
6560,,3
6561,坜,3
6562,坉,3
6563,扽,3
6564,,3
6565,坋,3
6566,扺,3
6567,㧑,3
6568,毐,3
6569,芰,3
6570,芣,3
6571,苊,3
6572,苉,3
6573,芘,3
6574,芴,3
6575,芠,3
6576,,3
6577,芤,3
6578,杕,3
6579,杙,3
6580,杄,3
6581,杧,3
6582,杩,3
6583,尪,3
6584,尨,3
6585,轪,3
6586,,3
6587,坒,3
6588,芈,3
6589,旴,3
6590,旵,3
6591,呙,3
6592,㕮,3
6593,岍,3
6594,,3
6595,岠,3
6596,岜,3
6597,呇,3
6598,冏,3
6599,觃,3
6600,岙,3
6601,伾,3
6602,㑇,3
6603,伭,3
6604,佖,3
6605,伲,3
6606,佁,3
6607,飏,3
6608,狃,3
6609,闶,3
6610,汧,3
6611,汫,3
6612,𣲘,3
6613,𣲗,3
6614,沄,3
6615,沘,3
6616,,3
6617,汭,3
6618,㳇,3
6619,沇,3
6620,忮,3
6621,忳,3
6622,忺,3
6623,,3
6624,祃,3
6625,诇,3
6626,邲,3
6627,诎,3
6628,诐,3
6629,屃,3
6630,,3
6631,岊,3
6632,阽,3
6633,䢺,3
6634,阼,3
6635,妧,3
6636,妘,3
6637,𨚕,3
6638,纮,3
6639,驲,3
6640,,3
6641,纻,3
6642,,3
6643,,3
6644,纼,3
6645,玤,3
6646,玞,3
6647,玱,3
6648,玟,3
6649,邽,3
6650,邿,3
6651,坥,3
6652,坰,3
6653,坬,3
6654,坽,3
6655,弆,3
6656,耵,3
6657,䢼,3
6658,𦭜,3
6659,茋,3
6660,苧,3
6661,苾,3
6662,苠,3
6663,枅,3
6664,㭎,3
6665,枘,3
6666,枍,3
6667,矼,3
6668,矻,3
6669,匼,3
6670,,3
6671,,3
6672,,3
6673,旿,3
6674,昇,3
6675,昄,3
6676,昒,3
6677,昈,3
6678,咉,3
6679,咇,3
6680,咍,3
6681,岵,3
6682,岽,3
6683,岨,3
6684,岞,3
6685,峂,3
6686,㟃,3
6687,囷,3
6688,,3
6689,钐,3
6690,钔,3
6691,钖,3
6692,牥,3
6693,佴,3
6694,垈,3
6695,侁,3
6696,侹,3
6697,佸,3
6698,佺,3
6699,隹,3
6700,㑊,3
6701,侂,3
6702,佽,3
6703,侘,3
6704,郈,3
6705,舠,3
6706,郐,3
6707,郃,3
6708,攽,3
6709,肭,3
6710,肸,3
6711,肷,3
6712,狉,3
6713,狝,3
6714,饳,3
6715,忞,3
6716,於,3
6717,炌,3
6718,炆,3
6719,泙,3
6720,沺,3
6721,泂,3
6722,泜,3
6723,泃,3
6724,泇,3
6725,怊,3
6726,峃,3
6727,穸,3
6728,祋,3
6729,祊,3
6730,,3
6731,,3
6732,,3
6733,鸤,3
6734,弢,3
6735,弨,3
6736,陑,3
6737,,3
6738,陎,3
6739,,3
6740,卺,3
6741,乸,3
6742,妭,3
6743,姈,3
6744,,3
6745,迳,3
6746,叕,3
6747,,3
6748,驵,3
6749,,3
6750,䌹,3
6751,驺,3
6752,,3
6753,绋,3
6754,绐,3
6755,砉,3
6756,耔,3
6757,㛃,3
6758,玶,3
6759,珇,3
6760,珅,3
6761,,3
6762,珋,3
6763,玹,3
6764,珌,3
6765,玿,3
6766,韨,3
6767,垚,3
6768,垯,3
6769,垙,3
6770,垲,3
6771,埏,3
6772,垍,3
6773,耇,3
6774,,3
6775,垎,3
6776,垴,3
6777,垟,3
6778,垞,3
6779,挓,3
6780,垵,3
6781,垏,3
6782,拶,3
6783,荖,3
6784,荁,3
6785,荙,3
6786,荛,3
6787,茈,3
6788,茽,3
6789,荄,3
6790,茺,3
6791,,3
6792,荓,3
6793,茳,3
6794,𦰡,3
6795,茛,3
6796,荭,3
6797,㭕,3
6798,柷,3
6799,柃,3
6800,柊,3
6801,枹,3
6802,栐,3
6803,柖,3
6804,郚,3
6805,剅,3
6806,䴓,3
6807,迺,3
6808,厖,3
6809,砆,3
6810,砑,3
6811,砄,3
6812,耏,3
6813,奓,3
6814,䶮,3
6815,轵,3
6816,轷,3
6817,轹,3
6818,轺,3
6819,昺,3
6820,,3
6821,昽,3
6822,盷,3
6823,咡,3
6824,咺,3
6825,昳,3
6826,昣,3
6827,哒,3
6828,昤,3
6829,昫,3
6830,昡,3
6831,咥,3
6832,昪,3
6833,虷,3
6834,虸,3
6835,哃,3
6836,峘,3
6837,耑,3
6838,峛,3
6839,,3
6840,峗,3
6841,峧,3
6842,帡,3
6843,钘,3
6844,,3
6845,钜,3
6846,,3
6847,,3
6848,,3
6849,钪,3
6850,钬,3
6851,钭,3
6852,矧,3
6853,秬,3
6854,俫,3
6855,舁,3
6856,俜,3
6857,俙,3
6858,俍,3
6859,垕,3
6860,衎,3
6861,舣,3
6862,弇,3
6863,侴,3
6864,鸧,3
6865,䏡,3
6866,胠,3
6867,𦙶,3
6868,胈,3
6869,胩,3
6870,胣,3
6871,朏,3
6872,飐,3
6873,訄,3
6874,饻,3
6875,庤,3
6876,疢,3
6877,炣,3
6878,炟,3
6879,㶲,3
6880,洭,3
6881,洘,3
6882,洓,3
6883,洿,3
6884,㳚,3
6885,泚,3
6886,浈,3
6887,浉,3
6888,洸,3
6889,洑,3
6890,洢,3
6891,洈,3
6892,洚,3
6893,洺,3
6894,洨,3
6895,浐,3
6896,㳘,3
6897,洴,3
6898,洣,3
6899,恔,3
6900,宬,3
6901,窀,3
6902,扂,3
6903,袆,3
6904,祏,3
6905,祐,3
6906,祕,3
6907,叚,3
6908,陧,3
6909,陞,3
6910,娀,3
6911,姞,3
6912,姱,3
6913,姤,3
6914,姶,3
6915,姽,3
6916,枲,3
6917,绖,3
6918,骃,3
6919,,3
6920,,3
6921,,3
6922,,3
6923,彖,3
6924,骉,3
6925,恝,3
6926,珪,3
6927,珛,3
6928,珹,3
6929,琊,3
6930,玼,3
6931,珖,3
6932,,3
6933,珽,3
6934,珦,3
6935,珫,3
6936,珒,3
6937,,3
6938,珢,3
6939,珕,3
6940,珝,3
6941,,3
6942,埗,3
6943,垾,3
6944,垺,3
6945,埆,3
6946,垿,3
6947,埌,3
6948,埇,3
6949,莰,3
6950,茝,3
6951,,3
6952,鄀,3
6953,莶,3
6954,莝,3
6955,䓖,3
6956,莙,3
6957,栻,3
6958,桠,3
6959,,3
6960,桄,3
6961,梠,3
6962,栴,3
6963,梴,3
6964,栒,3
6965,酎,3
6966,酏,3
6967,,3
6968,砵,3
6969,砠,3
6970,砫,3
6971,砬,3
6972,硁,3
6973,恧,3
6974,翃,3
6975,郪,3
6976,𨐈,3
6977,辀,3
6978,辁,3
6979,,3
6980,剕,3
6981,赀,3
6982,哢,3
6983,晅,3
6984,晊,3
6985,唝,3
6986,哳,3
6987,哱,3
6988,冔,3
6989,晔,3
6990,晐,3
6991,晖,3
6992,畖,3
6993,蚄,3
6994,蚆,3
6995,,3
6996,帱,3
6997,崁,3
6998,峿,3
6999,,3
7000,崄,3
7001,帨,3
7002,崀,3
7003,赆,3
7004,,3
7005,钷,3
7006,,3
7007,,3
7008,,3
7009,,3
7010,眚,3
7011,甡,3
7012,笫,3
7013,倻,3
7014,倴,3
7015,脩,3
7016,倮,3
7017,倕,3
7018,倞,3
7019,,3
7020,倓,3
7021,倧,3
7022,衃,3
7023,虒,3
7024,舭,3
7025,舯,3
7026,舥,3
7027,瓞,3
7028,鬯,3
7029,鸰,3
7030,脎,3
7031,朓,3
7032,胲,3
7033,虓,3
7034,鱽,3
7035,狴,3
7036,峱,3
7037,狻,3
7038,眢,3
7039,,3
7040,勍,3
7041,痄,3
7042,疰,3
7043,痃,3
7044,竘,3
7045,羖,3
7046,羓,3
7047,桊,3
7048,敉,3
7049,烠,3
7050,烔,3
7051,烶,3
7052,烻,3
7053,,3
7054,涍,3
7055,浡,3
7056,浭,3
7057,浬,3
7058,涄,3
7059,涢,3
7060,涐,3
7061,浰,3
7062,浟,3
7063,浛,3
7064,浼,3
7065,浲,3
7066,涘,3
7067,悈,3
7068,悃,3
7069,悢,3
7070,,3
7071,宧,3
7072,窅,3
7073,窊,3
7074,窎,3
7075,扅,3
7076,扆,3
7077,袪,3
7078,袗,3
7079,袯,3
7080,祧,3
7081,隺,3
7082,堲,3
7083,疍,3
7084,𨺙,3
7085,陴,3
7086,烝,3
7087,砮,3
7088,㛚,3
7089,哿,3
7090,翀,3
7091,翂,3
7092,剟,3
7093,,3
7094,,3
7095,绤,3
7096,骍,3
7097,,3
7098,䂮,3
7099,琎,3
7100,珸,3
7101,珵,3
7102,琄,3
7103,琈,3
7104,琀,3
7105,珺,3
7106,掭,3
7107,堎,3
7108,堐,3
7109,埼,3
7110,掎,3
7111,埫,3
7112,堌,3
7113,晢,3
7114,,3
7115,掞,3
7116,埪,3
7117,壸,3
7118,㙍,3
7119,聍,3
7120,菝,3
7121,萚,3
7122,菥,3
7123,莿,3
7124,䓫,3
7125,勚,3
7126,䓬,3
7127,萆,3
7128,菂,3
7129,菍,3
7130,菼,3
7131,萣,3
7132,䓨,3
7133,菉,3
7134,䓛,3
7135,梼,3
7136,梽,3
7137,桲,3
7138,梾,3
7139,桯,3
7140,梣,3
7141,梌,3
7142,桹,3
7143,敔,3
7144,厣,3
7145,硔,3
7146,,3
7147,硙,3
7148,硚,3
7149,硊,3
7150,硍,3
7151,勔,3
7152,䴕,3
7153,龁,3
7154,逴,3
7155,唪,3
7156,啫,3
7157,翈,3
7158,㫰,3
7159,晙,3
7160,畤,3
7161,,3
7162,趼,3
7163,跂,3
7164,蛃,3
7165,蚲,3
7166,,3
7167,蚺,3
7168,啴,3
7169,䎃,3
7170,崧,3
7171,崟,3
7172,崞,3
7173,崒,3
7174,崌,3
7175,崡,3
7176,铏,3
7177,,3
7178,,3
7179,铕,3
7180,,3
7181,铖,3
7182,铘,3
7183,铚,3
7184,铞,3
7185,铥,3
7186,铴,3
7187,牻,3
7188,牿,3
7189,稆,3
7190,笱,3
7191,笯,3
7192,偰,3
7193,偡,3
7194,鸺,3
7195,偭,3
7196,偲,3
7197,偁,3
7198,㿠,3
7199,鄅,3
7200,偓,3
7201,徛,3
7202,衒,3
7203,舳,3
7204,舲,3
7205,鸼,3
7206,悆,3
7207,鄃,3
7208,瓻,3
7209,䝙,3
7210,脶,3
7211,脞,3
7212,脟,3
7213,䏲,3
7214,鱾,3
7215,猇,3
7216,猊,3
7217,猄,3
7218,觖,3
7219,𠅤,3
7220,庱,3
7221,庼,3
7222,庳,3
7223,痓,3
7224,䴔,3
7225,竫,3
7226,堃,3
7227,阌,3
7228,羝,3
7229,羕,3
7230,焆,3
7231,烺,3
7232,焌,3
7233,淏,3
7234,,3
7235,淟,3
7236,淜,3
7237,淴,3
7238,淯,3
7239,湴,3
7240,涴,3
7241,,3
7242,㥄,3
7243,惛,3
7244,惔,3
7245,悰,3
7246,惙,3
7247,寁,3
7248,逭,3
7249,,3
7250,,3
7251,袼,3
7252,裈,3
7253,祲,3
7254,,3
7255,,3
7256,谞,3
7257,艴,3
7258,弸,3
7259,弶,3
7260,,3
7261,隃,3
7262,婞,3
7263,娵,3
7264,婼,3
7265,媖,3
7266,婳,3
7267,婍,3
7268,婌,3
7269,婫,3
7270,婤,3
7271,婘,3
7272,婠,3
7273,,3
7274,,3
7275,,3
7276,,3
7277,绹,3
7278,,3
7279,,3
7280,骕,3
7281,,3
7282,絜,3
7283,珷,3
7284,琲,3
7285,琡,3
7286,琟,3
7287,琔,3
7288,琭,3
7289,堾,3
7290,堼,3
7291,揕,3
7292,㙘,3
7293,堧,3
7294,喆,3
7295,堨,3
7296,塅,3
7297,堠,3
7298,絷,3
7299,,3
7300,𡎚,3
7301,葜,3
7302,惎,3
7303,萳,3
7304,葙,3
7305,靬,3
7306,葴,3
7307,蒇,3
7308,蒈,3
7309,鄚,3
7310,蒉,3
7311,蓇,3
7312,萩,3
7313,蒐,3
7314,葰,3
7315,葎,3
7316,鄑,3
7317,蒎,3
7318,葖,3
7319,蒄,3
7320,萹,3
7321,棤,3
7322,棽,3
7323,棫,3
7324,椓,3
7325,椑,3
7326,,3
7327,鹀,3
7328,椆,3
7329,棓,3
7330,棬,3
7331,棪,3
7332,椀,3
7333,楗,3
7334,,3
7335,甦,3
7336,酦,3
7337,觌,3
7338,奡,3
7339,皕,3
7340,硪,3
7341,欹,3
7342,詟,3
7343,,3
7344,辌,3
7345,棐,3
7346,龂,3
7347,,3
7348,黹,3
7349,牚,3
7350,睎,3
7351,晫,3
7352,晪,3
7353,晱,3
7354,𧿹,3
7355,蛑,3
7356,畯,3
7357,斝,3
7358,喤,3
7359,崶,3
7360,嵁,3
7361,,3
7362,崾,3
7363,嵅,3
7364,崿,3
7365,嵚,3
7366,翙,3
7367,,3
7368,圌,3
7369,圐,3
7370,赑,3
7371,淼,3
7372,赒,3
7373,,3
7374,铹,3
7375,,3
7376,铽,3
7377,𨱇,3
7378,,3
7379,锊,3
7380,锍,3
7381,锎,3
7382,,3
7383,锓,3
7384,犇,3
7385,颋,3
7386,稌,3
7387,筀,3
7388,筘,3
7389,筜,3
7390,筥,3
7391,筅,3
7392,傃,3
7393,傉,3
7394,翛,3
7395,傒,3
7396,傕,3
7397,舾,3
7398,畬,3
7399,,3
7400,脿,3
7401,腘,3
7402,䐃,3
7403,腙,3
7404,腒,3
7405,,3
7406,鲃,3
7407,猰,3
7408,,3
7409,猯,3
7410,㺄,3
7411,馉,3
7412,凓1,3
7413,鄗,3
7414,,3
7415,廋,3
7416,廆,3
7417,鄌,3
7418,粢,3
7419,遆,3
7420,旐,3
7421,,3
7422,焞,3
7423,,3
7424,欻,3
7425,𣸣,3
7426,溚,3
7427,溁,3
7428,湝,3
7429,渰,3
7430,湓,3
7431,㴔,3
7432,渟,3
7433,溠,3
7434,渼,3
7435,溇,3
7436,湣,3
7437,湑,3
7438,溞,3
7439,愐,3
7440,愃,3
7441,敩,3
7442,甯,3
7443,棨,3
7444,扊,3
7445,裣,3
7446,祼,3
7447,婻,3
7448,媆,3
7449,媞,3
7450,㛹,3
7451,媓,3
7452,媂,3
7453,媄,3
7454,毵,3
7455,矞,3
7456,,3
7457,,3
7458,缊,3
7459,缐,3
7460,骙,3
7461,瑃,3
7462,瑓,3
7463,瑅,3
7464,瑆,3
7465,䴖,3
7466,瑖,3
7467,瑝,3
7468,瑔,3
7469,瑀,3
7470,𤧛,3
7471,瑳,3
7472,瑂,3
7473,嶅,3
7474,瑑,3
7475,遘,3
7476,髢,3
7477,塥,3
7478,堽,3
7479,赪,3
7480,摛,3
7481,塝,3
7482,搒,3
7483,搌,3
7484,蒱,3
7485,蒨,3
7486,蓏,3
7487,蔀,3
7488,蓢,3
7489,蓂,3
7490,蒻,3
7491,蓣,3
7492,椹,3
7493,楪,3
7494,榃,3
7495,榅,3
7496,楒,3
7497,楞,3
7498,楩,3
7499,榇,3
7500,椸,3
7501,楙,3
7502,歅,3
7503,,3
7504,碃,3
7505,碏,3
7506,,3
7507,碈,3
7508,䃅,3
7509,硿,3
7510,鄠,3
7511,辒,3
7512,,3
7513,,3
7514,龆,3
7515,觜,3
7516,䣘,3
7517,暕,3
7518,鹍,3
7519,2,3
7520,㬊,3
7521,暅,3
7522,跱,3
7523,蜐,3
7524,蜎,3
7525,嵲,3
7526,赗,3
7527,骱,3
7528,锖,3
7529,,3
7530,锘,3
7531,锳,3
7532,锧,3
7533,锪,3
7534,,3
7535,锫,3
7536,锬,3
7537,,3
7538,稑,3
7539,稙,3
7540,䅟,3
7541,,3
7542,筻,3
7543,筼,3
7544,筶,3
7545,筦,3
7546,筤,3
7547,傺,3
7548,鹎,3
7549,僇,3
7550,艅,3
7551,艉,3
7552,谼,3
7553,貆,3
7554,腽,3
7555,腨,3
7556,腯,3
7557,鲉,3
7558,鲊,3
7559,鲌,3
7560,䲟,3
7561,,3
7562,,3
7563,鲏,3
7564,雊,3
7565,猺,3
7566,飔,3
7567,觟,3
7568,𦝼,3
7569,馌,3
7570,裛,3
7571,廒,3
7572,瘀,3
7573,瘅,3
7574,鄘,3
7575,鹒,3
7576,鄜,3
7577,麀,3
7578,鄣,3
7579,阘,3
7580,,3
7581,煁,3
7582,煃,3
7583,煴,3
7584,煋,3
7585,煟,3
7586,煓,3
7587,滠,3
7588,溍,3
7589,溹,3
7590,滆,3
7591,滉,3
7592,溦,3
7593,溵,3
7594,漷,3
7595,滧,3
7596,滘,3
7597,滍,3
7598,愭,3
7599,慥,3
7600,慆,3
7601,塱,3
7602,,3
7603,裼,3
7604,禋,3
7605,禔,3
7606,禘,3
7607,禒,3
7608,谫,3
7609,鹔,3
7610,,3
7611,愍,3
7612,嫄,3
7613,媱,3
7614,戤,3
7615,勠3,3
7616,戣,3
7617,,3
7618,,3
7619,缞,3
7620,耤,3
7621,瑧,3
7622,,3
7623,瑨,3
7624,瑱,3
7625,瑷,3
7626,瑢,3
7627,斠,3
7628,摏,3
7629,墕,3
7630,墈,3
7631,墐,3
7632,墘,3
7633,摴,3
7634,銎,3
7635,𡐓,3
7636,墚,3
7637,撖,3
7638,,3
7639,靽,3
7640,鞁,3
7641,蔌,3
7642,蔈,3
7643,蓰,3
7644,蔹,3
7645,蔊,3
7646,嘏,3
7647,榰,3
7648,榑,3
7649,槚,3
7650,𣗋,3
7651,槜,3
7652,榍,3
7653,疐,3
7654,,3
7655,酺,3
7656,酾,3
7657,酲,3
7658,酴,3
7659,碶,3
7660,䃎,3
7661,,3
7662,碨,3
7663,𥔲,3
7664,碹,3
7665,碥,3
7666,劂,3
7667,,3
7668,䴗,3
7669,夥,3
7670,瞍,3
7671,鹖,3
7672,㬎,3
7673,跽,3
7674,蜾,3
7675,幖,3
7676,嶍,3
7677,圙,3
7678,𨱏,3
7679,锺,3
7680,锼,3
7681,锽,3
7682,,3
7683,锾,3
7684,锿,3
7685,镃,3
7686,镄,3
7687,镅,3
7688,馝,3
7689,鹙,3
7690,箨,3
7691,箖,3
7692,劄,3
7693,僬,3
7694,僦,3
7695,僔,3
7696,僎,3
7697,槃,3
7698,㙦,3
7699,鲒,3
7700,鲕,3
7701,,3
7702,鲖,3
7703,鲗,3
7704,鲘,3
7705,鲙,3
7706,,3
7707,,3
7708,𩽾,3
7709,夐,3
7710,獍,3
7711,飗,3
7712,,3
7713,凘,3
7714,廑,3
7715,廙,3
7716,瘗,3
7717,瘥,3
7718,瘕,3
7719,鲝,3
7720,鄫,3
7721,熇,3
7722,漹,3
7723,漖,3
7724,潆,3
7725,漤,3
7726,潩,3
7727,漼,3
7728,漴,3
7729,㽏,3
7730,漈,3
7731,漋,3
7732,漻,3
7733,慬,3
7734,窬,3
7735,窭,3
7736,㮾,3
7737,,3
7738,褕,3
7739,禛,3
7740,禚,3
7741,隩,3
7742,嫕,3
7743,嫭,3
7744,嫜,3
7745,嫪,3
7746,,3
7747,㻬,3
7748,麹,3
7749,璆,3
7750,漦,3
7751,叇,3
7752,墣,3
7753,墦,3
7754,墡,3
7755,劐,3
7756,薁,3
7757,蕰,3
7758,蔃,3
7759,鼒,3
7760,槱,3
7761,鹝,3
7762,磏,3
7763,磉,3
7764,殣,3
7765,慭,3
7766,霅,3
7767,暵,3
7768,暲,3
7769,暶,3
7770,踦,3
7771,踣,3
7772,䗖,3
7773,蝘,3
7774,蝲,3
7775,蝤,3
7776,噇,3
7777,噂,3
7778,噀,3
7779,罶,3
7780,嶲,3
7781,嶓,3
7782,㠇,3
7783,嶟,3
7784,嶒,3
7785,镆,3
7786,镈,3
7787,镋,3
7788,镎,3
7789,,3
7790,镕,3
7791,稹,3
7792,儇,3
7793,皞,3
7794,皛,3
7795,䴘,3
7796,艎,3
7797,艏,3
7798,鹟,3
7799,𩾃,3
7800,鲦,3
7801,鲪,3
7802,鲬,3
7803,橥,3
7804,觭,3
7805,鹠,3
7806,鹡,3
7807,糇,3
7808,糈,3
7809,翦,3
7810,鹢,3
7811,鹣,3
7812,熛,3
7813,潖,3
7814,潵,3
7815,㵐,3
7816,澂,3
7817,澛,3
7818,瑬,3
7819,潽,3
7820,潾,3
7821,潏,3
7822,憭,3
7823,憕,3
7824,,3
7825,戭,3
7826,褯,3
7827,禤,3
7828,,3
7829,嫽,3
7830,遹,3
7831,,3
7832,璥,3
7833,璲,3
7834,璒,3
7835,憙,3
7836,擐,3
7837,鄹,3
7838,薳,3
7839,鞔,3
7840,黇,3
7841,,3
7842,蕗,3
7843,薢,3
7844,蕹,3
7845,橞,3
7846,橑,3
7847,橦,3
7848,醑,3
7849,觱,3
7850,磡,3
7851,𥕢,3
7852,磜,3
7853,豮,3
7854,,3
7855,,3
7856,,3
7857,鹾,3
7858,虤,3
7859,暿,3
7860,曌,3
7861,曈,3
7862,㬚,3
7863,蹅,3
7864,踶,3
7865,䗛,3
7866,螗,3
7867,疁,3
7868,㠓,3
7869,幪,3
7870,,3
7871,嶦,3
7872,,3
7873,𨱑,3
7874,,3
7875,馞,3
7876,穄,3
7877,篚,3
7878,篯,3
7879,簉,3
7880,鼽,3
7881,衠,3
7882,盦,3
7883,螣,3
7884,縢,3
7885,鲭,3
7886,鲯,3
7887,鲰,3
7888,鲺,3
7889,鲹,3
7890,,3
7891,亸,3
7892,癀,3
7893,瘭,3
7894,,3
7895,羱,3
7896,糒,3
7897,燋,3
7898,熻,3
7899,燊,3
7900,燚,3
7901,燏,3
7902,濩,3
7903,濋,3
7904,澪,3
7905,澽,3
7906,澴,3
7907,澭,3
7908,澼,3
7909,憷,3
7910,憺,3
7911,懔,3
7912,黉,3
7913,嬛,3
7914,鹨,3
7915,翯,3
7916,,3
7917,璱,3
7918,𤩽,3
7919,璬,3
7920,璮,3
7921,髽,3
7922,擿,3
7923,薿,3
7924,薸,3
7925,檑,3
7926,櫆,3
7927,檞,3
7928,醨,3
7929,繄,3
7930,磹,3
7931,磻,3
7932,瞫,3
7933,瞵,3
7934,蹐,3
7935,蟏,3
7936,㘎,3
7937,,3
7938,镤,3
7939,,3
7940,,3
7941,镥,3
7942,镨,3
7943,,3
7944,𨱔,3
7945,,3
7946,,3
7947,矰,3
7948,穙,3
7949,穜,3
7950,穟,3
7951,簕,3
7952,簃,3
7953,簏,3
7954,儦,3
7955,魋,3
7956,斶,3
7957,艚,3
7958,,3
7959,谿,3
7960,䲠,3
7961,,3
7962,鲾,3
7963,,3
7964,鲿,3
7965,鳁,3
7966,鳂,3
7967,鳈,3
7968,鳉,3
7969,獯,3
7970,䗪,3
7971,馘,3
7972,襕,3
7973,襚,3
7974,,3
7975,螱,3
7976,甓,3
7977,嬬,3
7978,嬥,3
7979,𦈡,3
7980,,3
7981,瓀,3
7982,釐,3
7983,鬶,3
7984,爇,3
7985,鞳,3
7986,鞮,3
7987,,3
7988,藟,3
7989,藦,3
7990,藨,3
7991,鹲,3
7992,檫,3
7993,黡,3
7994,礞,3
7995,礌,3
7996,𥖨,3
7997,蹢,3
7998,蹜,3
7999,蟫,3
8000,䗴,3
8001,嚚,3
8002,髃,3
8003,镮,3
8004,镱,3
8005,酂,3
8006,馧,3
8007,簠,3
8008,簝,3
8009,簰,3
8010,鼫,3
8011,鼩,3
8012,皦,3
8013,臑,3
8014,䲢,3
8015,鳑,3
8016,鳒,3
8017,鹱,3
8018,鹯,3
8019,癗,3
8020,𦒍,3
8021,旞,3
8022,翷,3
8023,冁,3
8024,䎖,3
8025,瀔,3
8026,瀍,3
8027,瀌,3
8028,襜,3
8029,䴙,3
8030,,3
8031,嚭,3
8032,㰀,3
8033,鬷,3
8034,醭,3
8035,蹯,3
8036,蠋,3
8037,翾,3
8038,鳘,3
8039,儳,3
8040,儴,3
8041,鼗,3
8042,,3
8043,𩾌,3
8044,鳚,3
8045,鳛,3
8046,麑,3
8047,麖,3
8048,蠃,3
8049,彟,3
8050,嬿,3
8051,鬒,3
8052,蘘,3
8053,欂,3
8054,醵,3
8055,颥,3
8056,甗,3
8057,𨟠,3
8058,巇,3
8059,酅,3
8060,髎,3
8061,犨,3
8062,,3
8063,𨭉,3
8064,㸌,3
8065,爔,3
8066,瀱,3
8067,瀹,3
8068,瀼,3
8069,瀵,3
8070,襫,3
8071,孅,3
8072,骦,3
8073,,3
8074,耰,3
8075,𤫉,3
8076,瓖,3
8077,鬘,3
8078,趯,3
8079,,3
8080,罍,3
8081,鼱,3
8082,鳠,3
8083,鳡,3
8084,鳣,3
8085,爟,3
8086,爚,3
8087,灈,3
8088,韂,3
8089,糵,3
8090,蘼,3
8091,礵,3
8092,鹴,3
8093,躔,3
8094,皭,3
8095,龢,3
8096,鳤,3
8097,亹,3
8098,籥,3
8099,鼷,3
8100,,3
8101,玃,3
8102,醾,3
8103,齇,3
8104,觿,3
8105,蠼,3
